sample_id,image_path,image_filename,image_type_raw,image_type,nregistro,nombre,nombre_normalizado,principio_activo_texto,principio_activo_normalizado,num_principios_activos,codigo_atc_original,nombre_atc_original,nivel_atc_original,atc1_codigo,atc2_codigo,atc3_codigo,atc3_nombre,atc4_codigo,atc4_nombre,atc5_codigo,atc5_nombre,macroclase_15_codigo,macroclase_15_nombre,dosis,forma_farmaceutica,forma_farmaceutica_simplificada,via_administracion,labtitular,labcomercializador,cpresc,receta,generico,comerc,clase,split
65699_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_cinfa_20_12_5_mg_comprimidos_efg__65699__materialas__02881.jpg,enalapril_hidroclorotiazida_cinfa_20_12_5_mg_comprimidos_efg__65699__materialas__02881.jpg,materialas,caja,65699,"ENALAPRIL/HIDROCLOROTIAZIDA CINFA 20/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida cinfa 20 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20 mg enalapril maleato/12,5 mg hidroclorotiazida",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
65699_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_cinfa_20_12_5_mg_comprimidos_efg__65699__formafarmac__02882.jpg,enalapril_hidroclorotiazida_cinfa_20_12_5_mg_comprimidos_efg__65699__formafarmac__02882.jpg,formafarmac,pastilla,65699,"ENALAPRIL/HIDROCLOROTIAZIDA CINFA 20/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida cinfa 20 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20 mg enalapril maleato/12,5 mg hidroclorotiazida",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
73649_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_normon_20_mg_12_5_mg_comprimidos__73649__materialas__02883.jpg,enalapril_hidroclorotiazida_normon_20_mg_12_5_mg_comprimidos__73649__materialas__02883.jpg,materialas,caja,73649,"ENALAPRIL/HIDROCLOROTIAZIDA NORMON 20 mg/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida normon 20 mg 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20/12,5 mg",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,val
73649_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_normon_20_mg_12_5_mg_comprimidos__73649__formafarmac__02884.jpg,enalapril_hidroclorotiazida_normon_20_mg_12_5_mg_comprimidos__73649__formafarmac__02884.jpg,formafarmac,pastilla,73649,"ENALAPRIL/HIDROCLOROTIAZIDA NORMON 20 mg/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida normon 20 mg 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20/12,5 mg",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Laboratorios Normon S.A.,Laboratorios Normon S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,val
69906_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_sandoz_20_12_5_mg_comprimidos_ef__69906__materialas__02885.jpg,enalapril_hidroclorotiazida_sandoz_20_12_5_mg_comprimidos_ef__69906__materialas__02885.jpg,materialas,caja,69906,"ENALAPRIL/HIDROCLOROTIAZIDA SANDOZ 20/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida sandoz 20 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,20 mg / 12.5 mg,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
69906_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_sandoz_20_12_5_mg_comprimidos_ef__69906__formafarmac__02886.jpg,enalapril_hidroclorotiazida_sandoz_20_12_5_mg_comprimidos_ef__69906__formafarmac__02886.jpg,formafarmac,pastilla,69906,"ENALAPRIL/HIDROCLOROTIAZIDA SANDOZ 20/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida sandoz 20 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,20 mg / 12.5 mg,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Sandoz Farmaceutica S.A.,Sandoz Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
65103_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_stada_20_12_5_mg_comprimidos_efg__65103__materialas__02887.jpg,enalapril_hidroclorotiazida_stada_20_12_5_mg_comprimidos_efg__65103__materialas__02887.jpg,materialas,caja,65103,"ENALAPRIL/HIDROCLOROTIAZIDA STADA 20/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida stada 20 12 5 mg comprimidos efg,HIDROCLOROTIAZIDA + ENALAPRIL MALEATO,hidroclorotiazida + enalapril maleato,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20/12,5 mg/mg",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
65103_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_stada_20_12_5_mg_comprimidos_efg__65103__formafarmac__02888.jpg,enalapril_hidroclorotiazida_stada_20_12_5_mg_comprimidos_efg__65103__formafarmac__02888.jpg,formafarmac,pastilla,65103,"ENALAPRIL/HIDROCLOROTIAZIDA STADA 20/12,5 mg COMPRIMIDOS EFG",enalapril hidroclorotiazida stada 20 12 5 mg comprimidos efg,HIDROCLOROTIAZIDA + ENALAPRIL MALEATO,hidroclorotiazida + enalapril maleato,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20/12,5 mg/mg",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Laboratorio Stada S.L.,Laboratorio Stada S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
66385_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_tecnigen_20_12_5_mg_comprimidos__66385__materialas__02889.jpg,enalapril_hidroclorotiazida_tecnigen_20_12_5_mg_comprimidos__66385__materialas__02889.jpg,materialas,caja,66385,ENALAPRIL/HIDROCLOROTIAZIDA TECNIGEN 20/12.5 mg COMPRIMIDOS EFG,enalapril hidroclorotiazida tecnigen 20 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,20 enalapril maleato/12.5 mg hidroclorotiazida,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,val
66385_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_tecnigen_20_12_5_mg_comprimidos__66385__formafarmac__02890.jpg,enalapril_hidroclorotiazida_tecnigen_20_12_5_mg_comprimidos__66385__formafarmac__02890.jpg,formafarmac,pastilla,66385,ENALAPRIL/HIDROCLOROTIAZIDA TECNIGEN 20/12.5 mg COMPRIMIDOS EFG,enalapril hidroclorotiazida tecnigen 20 12 5 mg comprimidos efg,ENALAPRIL MALEATO + HIDROCLOROTIAZIDA,enalapril maleato + hidroclorotiazida,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,20 enalapril maleato/12.5 mg hidroclorotiazida,COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,val
65114_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_viatris_20_12_5_mg_comprimidos_e__65114__materialas__02891.jpg,enalapril_hidroclorotiazida_viatris_20_12_5_mg_comprimidos_e__65114__materialas__02891.jpg,materialas,caja,65114,"ENALAPRIL/HIDROCLOROTIAZIDA VIATRIS 20/12,5 MG COMPRIMIDOS EFG",enalapril hidroclorotiazida viatris 20 12 5 mg comprimidos efg,HIDROCLOROTIAZIDA + ENALAPRIL MALEATO,hidroclorotiazida + enalapril maleato,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20/12,5 mg/mg",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Viatris Pharmaceuticals S.L.,Viatris Pharmaceuticals S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
65114_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_hidroclorotiazida_viatris_20_12_5_mg_comprimidos_e__65114__formafarmac__02892.jpg,enalapril_hidroclorotiazida_viatris_20_12_5_mg_comprimidos_e__65114__formafarmac__02892.jpg,formafarmac,pastilla,65114,"ENALAPRIL/HIDROCLOROTIAZIDA VIATRIS 20/12,5 MG COMPRIMIDOS EFG",enalapril hidroclorotiazida viatris 20 12 5 mg comprimidos efg,HIDROCLOROTIAZIDA + ENALAPRIL MALEATO,hidroclorotiazida + enalapril maleato,2,C09BA02,Enalapril y diureticos,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BA,Inhibidores de la ECA y diureticos,C09BA02,Enalapril y diureticos,cardiovascular,Cardiovascular,"20/12,5 mg/mg",COMPRIMIDO,COMPRIMIDO,VÍA ORAL,Viatris Pharmaceuticals S.L.,Viatris Pharmaceuticals S.L.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
79824_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_cinfa_10_mg_10_mg_comprimidos_recubi__79824__materialas__02893.jpg,enalapril_lercanidipino_cinfa_10_mg_10_mg_comprimidos_recubi__79824__materialas__02893.jpg,materialas,caja,79824,ENALAPRIL/LERCANIDIPINO CINFA 10 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino cinfa 10 mg 10 mg comprimidos recubiertos con pelicula efg,ENALAPRIL MALEATO + LERCANIDIPINO HIDROCLORURO,enalapril maleato + lercanidipino hidrocloruro,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,10 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
79824_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_cinfa_10_mg_10_mg_comprimidos_recubi__79824__formafarmac__02894.jpg,enalapril_lercanidipino_cinfa_10_mg_10_mg_comprimidos_recubi__79824__formafarmac__02894.jpg,formafarmac,pastilla,79824,ENALAPRIL/LERCANIDIPINO CINFA 10 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino cinfa 10 mg 10 mg comprimidos recubiertos con pelicula efg,ENALAPRIL MALEATO + LERCANIDIPINO HIDROCLORURO,enalapril maleato + lercanidipino hidrocloruro,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,10 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
79821_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_cinfa_20_mg_10_mg_comprimidos_recubi__79821__materialas__02895.jpg,enalapril_lercanidipino_cinfa_20_mg_10_mg_comprimidos_recubi__79821__materialas__02895.jpg,materialas,caja,79821,ENALAPRIL/LERCANIDIPINO CINFA 20 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino cinfa 20 mg 10 mg comprimidos recubiertos con pelicula efg,ENALAPRIL MALEATO + LERCANIDIPINO HIDROCLORURO,enalapril maleato + lercanidipino hidrocloruro,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,20 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,val
79821_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_cinfa_20_mg_10_mg_comprimidos_recubi__79821__formafarmac__02896.jpg,enalapril_lercanidipino_cinfa_20_mg_10_mg_comprimidos_recubi__79821__formafarmac__02896.jpg,formafarmac,pastilla,79821,ENALAPRIL/LERCANIDIPINO CINFA 20 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino cinfa 20 mg 10 mg comprimidos recubiertos con pelicula efg,ENALAPRIL MALEATO + LERCANIDIPINO HIDROCLORURO,enalapril maleato + lercanidipino hidrocloruro,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,20 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Laboratorios Cinfa S.A.,Laboratorios Cinfa S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,val
81652_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_tecnigen_10_mg_10_mg_comprimidos_rec__81652__materialas__02897.jpg,enalapril_lercanidipino_tecnigen_10_mg_10_mg_comprimidos_rec__81652__materialas__02897.jpg,materialas,caja,81652,ENALAPRIL/LERCANIDIPINO TECNIGEN 10 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino tecnigen 10 mg 10 mg comprimidos recubiertos con pelicula efg,LERCANIDIPINO HIDROCLORURO + ENALAPRIL MALEATO,lercanidipino hidrocloruro + enalapril maleato,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,10 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
81652_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_tecnigen_10_mg_10_mg_comprimidos_rec__81652__formafarmac__02898.jpg,enalapril_lercanidipino_tecnigen_10_mg_10_mg_comprimidos_rec__81652__formafarmac__02898.jpg,formafarmac,pastilla,81652,ENALAPRIL/LERCANIDIPINO TECNIGEN 10 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino tecnigen 10 mg 10 mg comprimidos recubiertos con pelicula efg,LERCANIDIPINO HIDROCLORURO + ENALAPRIL MALEATO,lercanidipino hidrocloruro + enalapril maleato,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,10 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
81651_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_tecnigen_20_mg_10_mg_comprimidos_rec__81651__materialas__02899.jpg,enalapril_lercanidipino_tecnigen_20_mg_10_mg_comprimidos_rec__81651__materialas__02899.jpg,materialas,caja,81651,ENALAPRIL/LERCANIDIPINO TECNIGEN 20 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino tecnigen 20 mg 10 mg comprimidos recubiertos con pelicula efg,LERCANIDIPINO HIDROCLORURO + ENALAPRIL MALEATO,lercanidipino hidrocloruro + enalapril maleato,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,20 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
81651_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enalapril_lercanidipino_tecnigen_20_mg_10_mg_comprimidos_rec__81651__formafarmac__02900.jpg,enalapril_lercanidipino_tecnigen_20_mg_10_mg_comprimidos_rec__81651__formafarmac__02900.jpg,formafarmac,pastilla,81651,ENALAPRIL/LERCANIDIPINO TECNIGEN 20 MG/10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,enalapril lercanidipino tecnigen 20 mg 10 mg comprimidos recubiertos con pelicula efg,LERCANIDIPINO HIDROCLORURO + ENALAPRIL MALEATO,lercanidipino hidrocloruro + enalapril maleato,2,C09BB02,Enalapril y lercanidipino,5,C,C09,C09B,"INHIBIDORES DE LA ECA, COMBINACIONES",C09BB,Inhibidores de la ECA y bloqueantes de canales de calcio,C09BB02,Enalapril y lercanidipino,cardiovascular,Cardiovascular,20 mg/10 mg,COMPRIMIDO RECUBIERTO CON PELÍCULA,COMPRIMIDO,VÍA ORAL,Tecnimede España Industria Farmaceutica S.A.,Tecnimede España Industria Farmaceutica S.A.,Medicamento Sujeto A Prescripción Médica,True,True,True,Cardiovascular,train
60931_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enandol_12_5_mg_comprimidos_recubiertos_con_pelicula__60931__materialas__02901.jpg,enandol_12_5_mg_comprimidos_recubiertos_con_pelicula__60931__materialas__02901.jpg,materialas,caja,60931,"ENANDOL 12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",enandol 12 5 mg comprimidos recubiertos con pelicula,DEXKETOPROFENO TROMETAMOL,dexketoprofeno trometamol,1,M01AE17,Dexketoprofeno,5,M,M01,M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,M01AE,Derivados del acido propionico,M01AE17,Dexketoprofeno,musculoesqueletico,Musculoesquelético,"12,5 mg",COMPRIMIDO RECUBIERTO,COMPRIMIDO,VÍA ORAL,Menarini Consumer Healthcare S.A.U.,Menarini Consumer Healthcare S.A.U.,Sin Receta,False,False,True,otros,train
60931_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enandol_12_5_mg_comprimidos_recubiertos_con_pelicula__60931__formafarmac__02902.jpg,enandol_12_5_mg_comprimidos_recubiertos_con_pelicula__60931__formafarmac__02902.jpg,formafarmac,pastilla,60931,"ENANDOL 12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA",enandol 12 5 mg comprimidos recubiertos con pelicula,DEXKETOPROFENO TROMETAMOL,dexketoprofeno trometamol,1,M01AE17,Dexketoprofeno,5,M,M01,M01A,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS NO ESTEROIDEOS,M01AE,Derivados del acido propionico,M01AE17,Dexketoprofeno,musculoesqueletico,Musculoesquelético,"12,5 mg",COMPRIMIDO RECUBIERTO,COMPRIMIDO,VÍA ORAL,Menarini Consumer Healthcare S.A.U.,Menarini Consumer Healthcare S.A.U.,Sin Receta,False,False,True,otros,train
61404_caja_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enandol_12_5_mg_g_gel__61404__materialas__02903.jpg,enandol_12_5_mg_g_gel__61404__materialas__02903.jpg,materialas,caja,61404,"ENANDOL 12,5 mg/g GEL",enandol 12 5 mg g gel,DEXKETOPROFENO,dexketoprofeno,1,M02AA27,Dexketoprofeno,5,M,M02,M02A,PRODUCTOS TOPICOS PARA EL DOLOR ARTICULAR Y MUSCULAR,M02AA,Preparados con antiinflamatorios no esteroideos para uso topico,M02AA27,Dexketoprofeno,musculoesqueletico,Musculoesquelético,"12,5 mg/g",GEL,GEL,USO CUTÁNEO,Menarini Consumer Healthcare S.A.U.,Menarini Consumer Healthcare S.A.U.,Sin Receta,False,False,True,otros,train
61404_pastilla_1,/Users/merybri/Library/CloudStorage/OneDrive-UPNA/master_clases/segundo semestre/analisis de datos no estructurados/proyecto_imagen/MedAssist-AI-IMAGE/imagenes/enandol_12_5_mg_g_gel__61404__formafarmac__02904.jpg,enandol_12_5_mg_g_gel__61404__formafarmac__02904.jpg,formafarmac,pastilla,61404,"ENANDOL 12,5 mg/g GEL",enandol 12 5 mg g gel,DEXKETOPROFENO,dexketoprofeno,1,M02AA27,Dexketoprofeno,5,M,M02,M02A,PRODUCTOS TOPICOS PARA EL DOLOR ARTICULAR Y MUSCULAR,M02AA,Preparados con antiinflamatorios no esteroideos para uso topico,M02AA27,Dexketoprofeno,musculoesqueletico,Musculoesquelético,"12,5 mg/g",GEL,GEL,USO CUTÁNEO,Menarini Consumer Healthcare S.A.U.,Menarini Consumer Healthcare S.A.U.,Sin Receta,False,False,True,otros,train
